node_id,birthday,education;classes;id,education;concentration;id,education;degree;id,education;school;id,education;type,education;with;id,education;year;id,first_name,gender,hometown;id,languages;id,last_name,locale,location;id,work;employer;id,work;end_date,work;location;id,work;position;id,work;start_date,work;with;id,middle_name,work;from;id,work;projects;id,religion,name,political
435,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
436,,,,,,,,,,78,,,,,,,,,,,,,,,,,
437,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
438,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
439,,,,,52,55,,,,78,,,,278,,,,,193,,,,,,,,
440,,,,,,,,,,78,,,,,,,,,,,,,,,,,
441,,,,,,,,,,78,,,,,138,,,,,,,,,,,,
442,,,,,,,,,,,,,,278,,,,,,,,,,,,,
443,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
444,,,,,52,55,,,,78,,,,278,,,,,,,,,,,,,
445,,,,,52,,,,,78,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,78,,,,,,,,,,,,,,,,,
449,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
450,,,,224,,55,,,,78,,,,,,,,,,,,,,,,,
451,,,,,52,55,,,,78,,,,278,,,,,,,,,,,,,
452,,,,,,55,,,,78,264,,,278,,52,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,224,,55,,,,78,,,,,,,,,,,,,,,,,
455,,,,,,55,,,262,78,,,,,,,,,,,,,,,,,
456,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
457,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
458,,,,,52,55,,,,78,,,,278,,,,,,,,,,,,,
459,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
460,,,,,52,55,252,,,78,,,,,,52,,,,,,,,,,,
461,,,,,52,,,,,,,,,,,,,,,,,,,,,,
462,,,,,52,55,,,,78,,,,,,52,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,78,,,,,,,,,,,,,,,,,
465,,,,,,,,,,78,,,,,,,,,,,,,,,,,
466,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
467,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
468,,,,,,,,,,,,,,278,,,,,,,,,,,,,
469,,,,,,,,,,78,,,,,,,,,,,,,,,,,
470,,,,,,55,,,,78,264,,,278,,,,,,,,,,,,,
471,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,,,,52,,,72,,,,,,,,,,,,,,,,,,,
474,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
475,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
476,,,,,,,,,,78,,,,,,,,,,,,,,,,,
477,,,219,,,55,,,,78,,,,278,,,,,,,,,,,,,
478,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
479,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
480,,,,223,,55,,,,78,,,,,,,,298,193,,,,,,,,
481,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
482,,,,,52,,,,,78,,,,,,,,,,,,,,,,,
483,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
484,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
485,,,,,,,,,,78,,,,,,,,,,,,,,,,,
486,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
487,,,,,52,,,,,78,,,,,,52,,,,,,,,,,,
488,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
489,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
490,,,,,,,,,,78,,,,,,,171,,,202,,,,,,,
491,,,,,,,,72,,78,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
494,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
495,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
496,,,,,52,55,,,,78,,,,278,,,,,,,,,,,,,
497,,,,,52,55,,,,,,,,,,,,,,,,,,,,,
498,,,,,,55,,,,,,266,,278,,,,,,,,,,,,,
499,,,,,,,,,,,,,,278,,,,,,,,,,,,,
500,,,,,,,,,,78,,,,,,,,,,,,,,,,,
501,,,,,,,,,,78,,,,,,,,,,,,,,,,,
502,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
503,,,,,52,55,,,,,,,,,,,,,,,,,,,,,
504,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
505,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
506,,,,,52,,,,,78,,,,,,,,,,,,,,,,,
507,,,,,52,,,,,78,,,,,138,,,,,,,,,,,,
508,,,,,52,55,,,,78,,,,,,52,,,,,,,,,,,
509,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
510,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
511,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
512,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
513,,,,,,,,,,78,,,,,,,,,,,,,,,,,
514,,,,223,52,55,,,,78,,,,,,,,,,,,,,,,,
515,,,,,52,55,,,,78,,,,,,52,,,,,,,,,,,
516,,,,,,55,,72,,78,,,,,,,,,,,,,,,,,
517,,,,,52,,,,,78,,,,,,,,,,,,,,,,,
518,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
519,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
520,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
523,,,,,52,55,,,,78,,,,,,,,,193,,,,,,,,
524,,,,,52,55,,,,,,,,,,,,,,,,,,,,,
525,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
526,,,,,,,,,,78,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,78,,,,,,,,,,,,,,,,,
530,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
531,,,,,,,,,,78,,,,,,,,,,,,,,,,,
532,,,,,,55,,,,78,,266,,,,,,,,,,,,,,,
533,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
534,212,,,,,55,,,,78,,,,,,,,,,,,,,,,,
535,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
536,,,,,,,,,,78,,,,,,,,,,,,,,,,,
537,,,,,52,55,,,,,,,277,,,,,,,,,,,,,,
538,,,,,52,55,,,,78,,,,,,52,,,,,,,,,,,
539,,,,,,,,72,,78,,,,,,,,,,,,,,,,,
540,,,,,,55,,,,78,,,,,,,,,193,,,,,,,,
541,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
542,,,,,52,,,,,,,,,,,52,,,,,,,,,,,
543,,,,,,55,,,,78,,,,,,,,298,,,,,,,,,
544,,,,223,52,55,,,,78,,,,,,,,,,,,,,,,,
545,,,,,52,55,252,,,78,,,,,,,,,,,,,,,,,
546,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
547,,,,,,55,,,,,,,,,,,,,,,,,,,,,
548,,,,,,55,,,,,,,,,,,,,,,,,,,,,
549,,,,,52,,,,,78,,,,,,,,,,,,,,,,,
550,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
551,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
552,,,,,,,,,,78,,,,,,,,,,,,,,,,,
553,211,,,,52,55,,259,262,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
555,,,,,,55,,,,,,,,,,,,,,,,,,,,,
556,,,,223,52,55,,,,78,,,,278,84,,,,,,,,,,,,
557,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
558,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
559,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
560,,,,,52,,,,,,,,,,,,,,,,,,,,,,
561,,,219,,,55,,,,78,,,,278,,52,,,,,,,,,,,
562,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
563,,,,,52,,,,,78,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,,171,,,202,,,,,,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,,,52,55,,,,,,,,,,,,,,,,,,,,,
567,211,,,,52,55,,,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,78,,,,,,,,,,,,,,,,,
569,,,,,52,55,,,,78,,,,,138,,,,,,,,,,,,
570,,,,,52,55,,,,78,,,,,,52,,,,,,,,,,,
571,,,,,,55,,,,,,,,,,,,,,,,,,,,,
572,,,,,,55,,,,,,,,278,,,,,,,,,,,,,
573,,,,,,55,,,,78,,,,278,84,,,,,,,,,,,,
574,,,,,,55,,259,,,,,,278,84,,,,,,,,,,,,
575,,,,,,55,,,,78,,101,,278,,,332,,,,,,,,,,
576,,,,,,55,,,,,,,,278,,,,,,,,,,,,,
577,,,,,,55,,,,,,,,,,,,,,,,,,,,,
578,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
579,,,,223,,55,,,,78,,,,,,,,,,,,,,,,,
580,,,,,52,55,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,78,,,,,,,,,,,,,,,,,
582,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
583,,,,,,55,,,,78,,,,278,84,,,,,,,,,,,,
584,,,,,,55,,,,,,,,278,,,,,,,,,,,,,
585,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
589,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
590,,,,,,55,,,,,,,,,,52,,,,,,,,,,,
591,,,,,52,55,,,,,298,,,,,,,,,,,,,,,,
592,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
593,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
594,,,14,22,52,,,,,78,,92,,127,,,,,,,,,,,,,
595,,,,,,55,,,,,,,,278,,,,,,,,,,,,,
596,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
597,,,,,,55,,,,78,,,,,84,,,,,,,,,,,,
598,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
599,,,,,,55,,,,,,,,278,84,,,,,,,,,,,,
600,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
601,,,,,52,55,,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,312,,,55,,,,78,,,,,,,,,,,,,,,,,
604,,,,,52,55,,,,78,,,,,,,,297,,,,,,,,,
605,,,,,,55,,,,78,,,,,84,,,,,,,,,,,,
606,,,,223,52,55,,,,78,298,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
609,,,,,,,,,,78,,,,,,,,,,,,,,,,,
610,,,,,52,,,,,78,,,,,,,,,,,,,,,,,
611,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
612,,,,,,55,,,,,,,,,84,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,,,52,,,,323,78,,101,,278,,,,,,,,,,,,329,
615,,,,,,,,,,,,,,278,,,,,,,,,,,,,
616,,,,,,55,,,,,,,,278,84,,,,,,,,,,,,
617,,,,,,55,,,,78,,101,,,,,,,,,,,,,,,
618,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
619,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
620,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
621,,,,,,55,,259,,,,,,278,84,,,,,,,,,,,,
622,,,,,,55,,,,78,,,,,84,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,84,,,,,,,,,,,,
625,,,,,,55,,,,78,,,328,278,,,,,,,,,,,,,
626,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
627,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
628,,,,,,,,,,78,,101,,,,,,,,,,,,,,,
629,,,,,,55,,259,,,,,,,,,,,,,,,,,,,
630,,,,,,55,,,,78,,,,278,84,,,,,,,,,,,,
631,,,,,,55,,,,78,,,,278,84,,,,,,,,,,,,
632,,,,,,,,,,78,,,,,,,,,,,,,,,,,
633,,,,,,55,,,,78,,,328,278,84,,,,,,,,,,,,
634,,,,,,55,,,,78,,,,,,,,,,202,,,,,,,
635,,,,,,,,,,,,101,,278,84,,,,,,,,,,,,
636,,,,,,55,,,,,,,,278,,,,,,,,,,,,,
637,,,,,,,,,,78,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
640,,,,,,55,,,,,,,,278,84,,,,,,,,,,,,
641,,,,223,52,55,,72,,,,,,278,,52,,,,,,,,,,,
642,,,,,,,,,,78,,,,,,,,,,,,,,,,,
643,,,,,,55,,,,78,,,,278,84,,,,,,,,,,,,
644,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
645,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
646,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
647,,,,223,,55,,259,,78,,,,,,,,,333,,,,,,,,
648,,,,,,55,,259,,,,,,278,,,,,,,,,,,,,
649,,,,,52,,,,,78,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,278,,,,,,,,,,,,,
651,,,,,,,,,,78,,,,,,,,,,,,,,,,,
652,,,,223,52,,,,,,,,,,,,,,,,,,,,,,
653,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
654,,,,,,55,,,,78,,,,278,84,,332,,,,,,,,,,
655,,,,,,55,,,,78,,,,278,84,,,,,,,,,,,,
656,,,,,52,,,,,78,,,,,,,,,,,,,,,,,
657,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
658,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
659,,,,,,,,,,,,,,278,,,,,333,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
662,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
663,,,,,,55,,259,,,,,,,84,,,,,,,,,,,,
664,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
665,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
666,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,78,,,,,,,,,,,,,,,,,
670,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
671,,,,,,55,,,,78,,,,,84,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,,,52,55,,,,78,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,78,,,,278,,,,,,,,,,,,,
676,,,,,52,,,259,,78,,,,,84,,,,,,,,,,,,
677,,,312,,,55,,,,78,,,,278,,,,,,,,,,,,,
678,,,,,,55,,,,78,,,,278,84,,,,,,,,,,,,
679,,,,,,55,,,,,,,,278,84,,,,,,,,,,,,
680,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
681,,,,,,55,,,,78,,,,,84,,,,,,,,,,,,
682,,,,,,55,,,,78,,,,278,,,,,,,,,,,,,
683,,,,,,,,,,78,,,,,,,,,,,,,,,,,
684,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
685,,,,,,55,,,,,,,,278,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,,,,,55,351,,,78,,,,127,,,,,,,,,,,,,
688,,336,,,,55,,,,78,359,,,,,,,359,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,210,,,,,55,,,,78,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,127,,,,,,,,,,,,,
692,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,127,,,,,,,,,,,,,
694,,,,,,,,,358,78,,,,,,,,,,,,,,,,,
695,,,,,,55,,,,78,359,,,,,,,,,,,,,,,,
696,,,,,,,,,,78,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,127,,,,,,,,,,,,,
698,,,,,,,,,356,78,,,,127,,,,,,,,,,,,372,
699,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
700,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
701,,,,,,55,,,,78,,,,127,,,,,,,,,,,,,
702,,,,,,,,,,,,,,127,,,,,,,,,,,,,
703,,336,,,,55,350,,,,,,,127,,,157,,,157,,,,,,,
704,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,349,55,,,,,,,,127,,,,,,,,,,,,,
706,,,,,,,,,,78,,,,,,,,,,,,,,,,,
707,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
708,,,,,,,,,,78,,,,,,,,,,,,,,,,,
709,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
710,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
713,,,,,,55,,,,,359,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,127,,368,157,,,157,,,,,,,
715,,,,,,,,,,78,359,,,127,,,,,,,,,,,,,
716,,,,,,,,,,,,,,127,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,,,,,55,351,,,,,97,,127,,,,,,,,,,,,,
719,,,,,,55,,,,,359,,,127,,,,,,,,,,,,,
720,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
721,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
722,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
723,,,,,,55,,,,78,359,97,,,,,157,,,,,,,,,,
724,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
725,,,,,,,,,,78,,,,,,,,,,,,,,,,,
726,,,,,,55,,,,78,,,,127,,,,,,,,,,,,,
727,,,,,,,,,,78,,,,127,367,,,,,,,,,,,,
728,,,339,,,55,,,,,359,97,,,367,,,,,,,,,,,,
729,,,,,,,,,,78,,,,,,,,,,,,,,,,,
730,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
731,,,,,,55,,,,78,,,,127,,,,,,,,,,,,,
732,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
733,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,78,,,365,127,,,,,,,,,,,,,
736,,,,,,55,,,,,,,,127,,,157,,,157,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,78,359,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
741,,,,,,55,,,,,359,,,127,,,,,,,,,,,,,
742,,,,,,,,,,,,,,127,,,,,,,,,,,,,
743,,,,,,,,,,,,,,127,,,,,,,,,,,,,
744,,,,,,,,,,78,359,,,127,,,,,,,,,,,,,
745,,,,,,55,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,359,,,,,,,,,,,,,,,,
747,,336,,,349,55,350,72,,78,359,97,,,367,,,,,,,,,,,,
748,,,,,,55,,,,78,359,97,,127,,,,,,,,,,,,,
749,,,,,,55,,,,,359,,,127,,,,,,,,,,,,,
750,,,,,,,,,,78,359,,,127,,,,,,,,,,,,,
751,,,,,,,,,,,,,,127,,,,,,,,,,,,,
752,,,,,,55,,,,78,359,,,127,,,157,,,157,,,,,,,
753,,,,,,,,,,,,,,127,,,,,,,,,,,,,
754,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
755,,,,,349,55,,72,,,,,,127,367,,,359,,,,,,,,,
756,,,,,,,,,358,,359,,,,,,,,,,,,,,,,
757,,,,,,55,,,,,359,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,127,,,,,,,,,,,,,
759,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
760,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
761,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
762,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
763,,,,,,,,,,78,,,,,367,,,,,,,,,,,,
764,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
765,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
766,,,,,,55,,,,78,359,,,127,367,,157,,,,,,,,,,
767,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
768,,,,,,,,,,,,,,127,,,,,,,,,,,,,
769,,,,,,55,,72,,78,,92,365,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,78,359,,,127,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,78,,,,,,,,,,,,,,,,,
774,,336,,,,55,,,,78,,,,127,,,,,,,,,,,,,
775,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
776,,,,,,,,,,78,,,,127,,,157,,,157,,,,,,,
777,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
778,,,,,,55,,,,,,,,127,,,157,,,157,,,,,,,
779,,,,,,,,,,,,,,127,,,,,,,,,,,,,
780,,,,,,,,,,,359,,,,,,,,,,,,,,,,
781,,,,,,55,,,,,359,,,127,,,,,,,,,,,,,
782,,,,,,,,,,,359,,,127,,,,,,,,,,,,,
783,,,,,,,,,,,,,,127,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,,,,,,,72,,78,,,,127,,,,,,,,,,,,,
786,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
787,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
788,,,,,,55,,,,,359,,,127,,,,,,157,,,,,,,
789,,,,,,,,,,,,,,127,,,,359,,157,,,,,,,
790,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,,,,55,,,,,359,,,127,367,,157,,,,,,,,,,
793,,,,,,,,,,,,,,127,,,,,,,,,,,,,
794,,,,,,,,,,,,,,127,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,210,,,,,55,,,,78,359,,,127,,,157,359,,,,,,,,,
797,,,,,,55,,,,78,359,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,359,,,,,,,,,,,,,,,,
800,,,,,,,,,,,359,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,127,,,,,,,,,,,,,
802,,,,,,55,,,,78,,,,,,,,,,,,,,,,,
803,,,,,,,,,356,78,,,,,,,,,,,,,,,,,
804,,,14,,348,55,,,,78,359,,,127,366,,,,,,,,,,,,
805,,,,,,,,,,,,,,127,,,,,,,,,,,,,
806,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
807,,,,,,55,,,,,359,,,,,,,,,,,,,,,,
808,,,,,,,,,,,359,,,,,,,,,,,,,,,,
809,,,,,,55,,,,,359,,,127,367,,,,,,,,,,,,
810,,,,,,,,,,78,359,,,127,,,,,,,,,,,,,
811,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,,,,,,55,,,,,,,,,,,,,,,,,,,,,
814,,,,,,,,,,,359,,,127,,,,,,,,,,,,,
815,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,78,359,,,127,,,,,,,,,,,,,
817,,,,,,,,,,,,,,127,367,,,,,,,,,,,,
818,,,,,,55,,,,78,,,,127,,368,157,,,157,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,339,,,55,,,,,359,97,,,,,,359,,,,,,,,,
821,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
822,210,,,,,55,,,,,359,,,127,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,127,,,,,,,,,,,,,
825,,,,,,55,,,,78,,,,127,,,,,,,,,,,,,
826,,,,,,55,,,,,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,359,,,,,,,,,,,,,,,,
828,,336,,,,55,350,,,,359,,,127,,,157,359,,157,,,,,,,
829,,,,,,55,,,,78,,,,127,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,,,,,,55,,,,78,359,,,127,,,157,,,157,,,,,,,
832,,,,,,55,,,,78,,,,,,,157,,,157,,,,,,,
833,,,,,,,,,,78,,,,,,,,,,,,,,,,,
834,,,,,,55,,,,78,,,,127,,,157,,,157,,,,,,,
835,,,,,,,,,,,,,,127,,,,,,,,,,,,,
836,,,,,,,,,,,,,,127,,,,,,,,,,,,,
837,,,,,,,,,,,,,,127,,,,,,,,,,,,,
838,,,,,,55,,,,,359,,,127,,,,,,,,,,,,,
839,,,,,,55,,,,78,,,,127,,,,,,,,,,,,,
840,,,,,,,,,,78,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,127,,,,,,,,,,,,,
842,,,,,,,,,,,,,,127,,,,,,,,,,,,,
843,,,,,,,,,,,,,,127,,,,,,,,,,,,,
844,,,,,,,,,,,,,,127,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,,,,,55,,,,78,359,,,127,,,,,,157,,,,,,,
847,,,,,,,,,,78,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,127,,,,,,,,,,,,,
849,,,,,,55,,,,78,,,,127,,,,,,,,,,,,,
850,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
851,,,,,,55,,,,,,,,127,,,157,359,,157,,,,,,,
852,,,,,,,,,,,,,,127,,,,,,,,,,,,,
853,,,,,,55,,,,,,,,127,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,127,,,,,,,,,,,,,
856,3,,14,,348,55,,,,78,,,,127,,,,,,,,,,,,,
857,,,,,,,,,,78,,,,127,366,,,,,,,,,,,,
858,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
859,,,14,22,,55,,,,78,,92,,,,,,,,,,,,,,,
860,,,14,,,55,,72,,78,,,,127,,,,,,,,,,,,,
861,,,,,,55,,,,,,,,,366,,,,,,,,,,,,
862,,,14,22,,55,,,,78,,,,127,,154,,,,,,,,,,,
863,,,,,348,55,,,,78,,,,127,,,,,,,,,,,,,
864,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
865,,,,,,,,,,78,,,,127,,154,,,,,,,,,,,
866,,,,,,,,,,78,,,,127,,,,,,,,,,,,,
867,,,,,,,,,,,,92,,127,,,,,,,,,,,,,
868,,,,22,,,,,,78,,,,127,,,,,,,,,,,,,
869,,,,,,,,,,78,,,365,127,,,,,,,,,,,,,
870,,,14,,,55,,,,78,,,,127,,,,366,,,,,,,,,
871,,,,,348,,,,,,,92,,127,366,,,366,,,,,,,,,
872,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,3,,,,,55,,,,78,,,,,,,161,,,,,,,,,,
874,,,,,,55,,,,78,,,,127,,,,,,196,,,,,,,
875,,,,,,,,,,,,,,,,,,,,,,,,,,,
