----------------------------------------------------------------------------------------------------
Running facebook with evolutionary_game_round, imitate_best_neighbor, initial coinflip p=0.25
Iteration 9 Strategy Distribution: 92.16% cooperators, 7.84% defectors
Iteration 10 Strategy Distribution: 92.27% cooperators, 7.73% defectors
Iteration 11 Strategy Distribution: 92.17% cooperators, 7.83% defectors
Iteration 12 Strategy Distribution: 92.28% cooperators, 7.72% defectors
Iteration 13 Strategy Distribution: 92.16% cooperators, 7.84% defectors
Iteration 14 Strategy Distribution: 92.22% cooperators, 7.78% defectors
Iteration 15 Strategy Distribution: 92.15% cooperators, 7.85% defectors
Iteration 16 Strategy Distribution: 92.23% cooperators, 7.77% defectors
Iteration 17 Strategy Distribution: 92.16% cooperators, 7.84% defectors
Iteration 18 Strategy Distribution: 92.24% cooperators, 7.76% defectors
Iteration 19 Strategy Distribution: 92.19% cooperators, 7.81% defectors
Iteration 20 Strategy Distribution: 92.27% cooperators, 7.73% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, imitate_best_neighbor, initial coinflip p=0.25
Iteration 0 Strategy Distribution: 24.96% cooperators, 75.04% defectors, Total: 131828
Iteration 1 Strategy Distribution: 58.83% cooperators, 41.17% defectors
Iteration 2 Strategy Distribution: 60.70% cooperators, 39.30% defectors
Iteration 3 Strategy Distribution: 61.32% cooperators, 38.68% defectors
Iteration 4 Strategy Distribution: 62.24% cooperators, 37.76% defectors
Iteration 5 Strategy Distribution: 60.48% cooperators, 39.52% defectors
Iteration 6 Strategy Distribution: 62.01% cooperators, 37.99% defectors
Iteration 7 Strategy Distribution: 61.50% cooperators, 38.50% defectors
Iteration 8 Strategy Distribution: 60.99% cooperators, 39.01% defectors
Iteration 9 Strategy Distribution: 61.60% cooperators, 38.40% defectors
Iteration 10 Strategy Distribution: 60.82% cooperators, 39.18% defectors
Iteration 11 Strategy Distribution: 61.14% cooperators, 38.86% defectors
Iteration 12 Strategy Distribution: 61.07% cooperators, 38.93% defectors
Iteration 13 Strategy Distribution: 61.44% cooperators, 38.56% defectors
Iteration 14 Strategy Distribution: 61.56% cooperators, 38.44% defectors
Iteration 15 Strategy Distribution: 62.63% cooperators, 37.37% defectors
Iteration 16 Strategy Distribution: 61.78% cooperators, 38.22% defectors
Iteration 17 Strategy Distribution: 62.86% cooperators, 37.14% defectors
Iteration 18 Strategy Distribution: 62.05% cooperators, 37.95% defectors
Iteration 19 Strategy Distribution: 62.07% cooperators, 37.93% defectors
Iteration 20 Strategy Distribution: 62.66% cooperators, 37.34% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, imitate_best_neighbor, initial coinflip p=0.5
Iteration 0 Strategy Distribution: 49.84% cooperators, 50.16% defectors, Total: 131828
Iteration 1 Strategy Distribution: 68.59% cooperators, 31.41% defectors
Iteration 2 Strategy Distribution: 69.77% cooperators, 30.23% defectors
Iteration 3 Strategy Distribution: 70.29% cooperators, 29.71% defectors
Iteration 4 Strategy Distribution: 71.17% cooperators, 28.83% defectors
Iteration 5 Strategy Distribution: 69.40% cooperators, 30.60% defectors
Iteration 6 Strategy Distribution: 70.92% cooperators, 29.08% defectors
Iteration 7 Strategy Distribution: 70.39% cooperators, 29.61% defectors
Iteration 8 Strategy Distribution: 69.88% cooperators, 30.12% defectors
Iteration 9 Strategy Distribution: 70.49% cooperators, 29.51% defectors
Iteration 10 Strategy Distribution: 69.67% cooperators, 30.33% defectors
Iteration 11 Strategy Distribution: 70.03% cooperators, 29.97% defectors
Iteration 12 Strategy Distribution: 69.94% cooperators, 30.06% defectors
Iteration 13 Strategy Distribution: 70.32% cooperators, 29.68% defectors
Iteration 14 Strategy Distribution: 70.43% cooperators, 29.57% defectors
Iteration 15 Strategy Distribution: 71.50% cooperators, 28.50% defectors
Iteration 16 Strategy Distribution: 70.63% cooperators, 29.37% defectors
Iteration 17 Strategy Distribution: 71.72% cooperators, 28.28% defectors
Iteration 18 Strategy Distribution: 70.92% cooperators, 29.08% defectors
Iteration 19 Strategy Distribution: 70.93% cooperators, 29.07% defectors
Iteration 20 Strategy Distribution: 71.55% cooperators, 28.45% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, imitate_best_neighbor, initial coinflip p=0.75
Iteration 0 Strategy Distribution: 75.04% cooperators, 24.96% defectors, Total: 131828
Iteration 1 Strategy Distribution: 78.75% cooperators, 21.25% defectors
Iteration 2 Strategy Distribution: 78.96% cooperators, 21.04% defectors
Iteration 3 Strategy Distribution: 79.30% cooperators, 20.70% defectors
Iteration 4 Strategy Distribution: 80.12% cooperators, 19.88% defectors
Iteration 5 Strategy Distribution: 78.25% cooperators, 21.75% defectors
Iteration 6 Strategy Distribution: 79.81% cooperators, 20.19% defectors
Iteration 7 Strategy Distribution: 79.26% cooperators, 20.74% defectors
Iteration 8 Strategy Distribution: 78.74% cooperators, 21.26% defectors
Iteration 9 Strategy Distribution: 79.33% cooperators, 20.67% defectors
Iteration 10 Strategy Distribution: 78.55% cooperators, 21.45% defectors
Iteration 11 Strategy Distribution: 78.87% cooperators, 21.13% defectors
Iteration 12 Strategy Distribution: 78.81% cooperators, 21.19% defectors
Iteration 13 Strategy Distribution: 79.25% cooperators, 20.75% defectors
Iteration 14 Strategy Distribution: 79.32% cooperators, 20.68% defectors
Iteration 15 Strategy Distribution: 80.36% cooperators, 19.64% defectors
Iteration 16 Strategy Distribution: 79.51% cooperators, 20.49% defectors
Iteration 17 Strategy Distribution: 80.61% cooperators, 19.39% defectors
Iteration 18 Strategy Distribution: 79.76% cooperators, 20.24% defectors
Iteration 19 Strategy Distribution: 79.82% cooperators, 20.18% defectors
Iteration 20 Strategy Distribution: 80.42% cooperators, 19.58% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, fermi_update, initial coinflip p=0.25
Iteration 0 Strategy Distribution: 24.96% cooperators, 75.04% defectors, Total: 131828
Iteration 1 Strategy Distribution: 59.75% cooperators, 40.25% defectors
Iteration 2 Strategy Distribution: 62.35% cooperators, 37.65% defectors
Iteration 3 Strategy Distribution: 62.84% cooperators, 37.16% defectors
Iteration 4 Strategy Distribution: 63.21% cooperators, 36.79% defectors
Iteration 5 Strategy Distribution: 62.70% cooperators, 37.30% defectors
Iteration 6 Strategy Distribution: 63.42% cooperators, 36.58% defectors
Iteration 7 Strategy Distribution: 63.23% cooperators, 36.77% defectors
Iteration 8 Strategy Distribution: 62.98% cooperators, 37.02% defectors
Iteration 9 Strategy Distribution: 63.02% cooperators, 36.98% defectors
Iteration 10 Strategy Distribution: 62.88% cooperators, 37.12% defectors
Iteration 11 Strategy Distribution: 63.18% cooperators, 36.82% defectors
Iteration 12 Strategy Distribution: 63.12% cooperators, 36.88% defectors
Iteration 13 Strategy Distribution: 63.17% cooperators, 36.83% defectors
Iteration 14 Strategy Distribution: 63.20% cooperators, 36.80% defectors
Iteration 15 Strategy Distribution: 63.58% cooperators, 36.42% defectors
Iteration 16 Strategy Distribution: 63.34% cooperators, 36.66% defectors
Iteration 17 Strategy Distribution: 63.66% cooperators, 36.34% defectors
Iteration 18 Strategy Distribution: 63.31% cooperators, 36.69% defectors
Iteration 19 Strategy Distribution: 63.48% cooperators, 36.52% defectors
Iteration 20 Strategy Distribution: 63.61% cooperators, 36.39% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, fermi_update, initial coinflip p=0.5
Iteration 0 Strategy Distribution: 49.84% cooperators, 50.16% defectors, Total: 131828
Iteration 1 Strategy Distribution: 70.08% cooperators, 29.92% defectors
Iteration 2 Strategy Distribution: 71.79% cooperators, 28.21% defectors
Iteration 3 Strategy Distribution: 72.13% cooperators, 27.87% defectors
Iteration 4 Strategy Distribution: 72.43% cooperators, 27.57% defectors
Iteration 5 Strategy Distribution: 71.94% cooperators, 28.06% defectors
Iteration 6 Strategy Distribution: 72.59% cooperators, 27.41% defectors
Iteration 7 Strategy Distribution: 72.41% cooperators, 27.59% defectors
Iteration 8 Strategy Distribution: 72.18% cooperators, 27.82% defectors
Iteration 9 Strategy Distribution: 72.20% cooperators, 27.80% defectors
Iteration 10 Strategy Distribution: 72.04% cooperators, 27.96% defectors
Iteration 11 Strategy Distribution: 72.35% cooperators, 27.65% defectors
Iteration 12 Strategy Distribution: 72.31% cooperators, 27.69% defectors
Iteration 13 Strategy Distribution: 72.35% cooperators, 27.65% defectors
Iteration 14 Strategy Distribution: 72.38% cooperators, 27.62% defectors
Iteration 15 Strategy Distribution: 72.77% cooperators, 27.23% defectors
Iteration 16 Strategy Distribution: 72.51% cooperators, 27.49% defectors
Iteration 17 Strategy Distribution: 72.84% cooperators, 27.16% defectors
Iteration 18 Strategy Distribution: 72.47% cooperators, 27.53% defectors
Iteration 19 Strategy Distribution: 72.69% cooperators, 27.31% defectors
Iteration 20 Strategy Distribution: 72.79% cooperators, 27.21% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, fermi_update, initial coinflip p=0.75
Iteration 0 Strategy Distribution: 75.04% cooperators, 24.96% defectors, Total: 131828
Iteration 1 Strategy Distribution: 80.72% cooperators, 19.28% defectors
Iteration 2 Strategy Distribution: 81.24% cooperators, 18.76% defectors
Iteration 3 Strategy Distribution: 81.39% cooperators, 18.61% defectors
Iteration 4 Strategy Distribution: 81.60% cooperators, 18.40% defectors
Iteration 5 Strategy Distribution: 81.09% cooperators, 18.91% defectors
Iteration 6 Strategy Distribution: 81.73% cooperators, 18.27% defectors
Iteration 7 Strategy Distribution: 81.56% cooperators, 18.44% defectors
Iteration 8 Strategy Distribution: 81.32% cooperators, 18.68% defectors
Iteration 9 Strategy Distribution: 81.30% cooperators, 18.70% defectors
Iteration 10 Strategy Distribution: 81.17% cooperators, 18.83% defectors
Iteration 11 Strategy Distribution: 81.48% cooperators, 18.52% defectors
Iteration 12 Strategy Distribution: 81.43% cooperators, 18.57% defectors
Iteration 13 Strategy Distribution: 81.48% cooperators, 18.52% defectors
Iteration 14 Strategy Distribution: 81.50% cooperators, 18.50% defectors
Iteration 15 Strategy Distribution: 81.89% cooperators, 18.11% defectors
Iteration 16 Strategy Distribution: 81.61% cooperators, 18.39% defectors
Iteration 17 Strategy Distribution: 81.96% cooperators, 18.04% defectors
Iteration 18 Strategy Distribution: 81.61% cooperators, 18.39% defectors
Iteration 19 Strategy Distribution: 81.79% cooperators, 18.21% defectors
Iteration 20 Strategy Distribution: 81.93% cooperators, 18.07% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, trust_aware_update, initial coinflip p=0.25
Iteration 0 Strategy Distribution: 24.96% cooperators, 75.04% defectors, Total: 131828
Iteration 1 Strategy Distribution: 56.72% cooperators, 43.28% defectors
Iteration 2 Strategy Distribution: 58.35% cooperators, 41.65% defectors
Iteration 3 Strategy Distribution: 58.90% cooperators, 41.10% defectors
Iteration 4 Strategy Distribution: 59.80% cooperators, 40.20% defectors
Iteration 5 Strategy Distribution: 58.14% cooperators, 41.86% defectors
Iteration 6 Strategy Distribution: 59.59% cooperators, 40.41% defectors
Iteration 7 Strategy Distribution: 59.11% cooperators, 40.89% defectors
Iteration 8 Strategy Distribution: 58.58% cooperators, 41.42% defectors
Iteration 9 Strategy Distribution: 59.21% cooperators, 40.79% defectors
Iteration 10 Strategy Distribution: 58.53% cooperators, 41.47% defectors
Iteration 11 Strategy Distribution: 58.82% cooperators, 41.18% defectors
Iteration 12 Strategy Distribution: 58.72% cooperators, 41.28% defectors
Iteration 13 Strategy Distribution: 59.01% cooperators, 40.99% defectors
Iteration 14 Strategy Distribution: 58.99% cooperators, 41.01% defectors
Iteration 15 Strategy Distribution: 60.06% cooperators, 39.94% defectors
Iteration 16 Strategy Distribution: 59.30% cooperators, 40.70% defectors
Iteration 17 Strategy Distribution: 60.34% cooperators, 39.66% defectors
Iteration 18 Strategy Distribution: 59.58% cooperators, 40.42% defectors
Iteration 19 Strategy Distribution: 59.54% cooperators, 40.46% defectors
Iteration 20 Strategy Distribution: 60.15% cooperators, 39.85% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, trust_aware_update, initial coinflip p=0.5
Iteration 0 Strategy Distribution: 49.84% cooperators, 50.16% defectors, Total: 131828
Iteration 1 Strategy Distribution: 67.28% cooperators, 32.72% defectors
Iteration 2 Strategy Distribution: 68.21% cooperators, 31.79% defectors
Iteration 3 Strategy Distribution: 68.62% cooperators, 31.38% defectors
Iteration 4 Strategy Distribution: 69.47% cooperators, 30.53% defectors
Iteration 5 Strategy Distribution: 67.82% cooperators, 32.18% defectors
Iteration 6 Strategy Distribution: 69.25% cooperators, 30.75% defectors
Iteration 7 Strategy Distribution: 68.75% cooperators, 31.25% defectors
Iteration 8 Strategy Distribution: 68.22% cooperators, 31.78% defectors
Iteration 9 Strategy Distribution: 68.86% cooperators, 31.14% defectors
Iteration 10 Strategy Distribution: 68.12% cooperators, 31.88% defectors
Iteration 11 Strategy Distribution: 68.45% cooperators, 31.55% defectors
Iteration 12 Strategy Distribution: 68.36% cooperators, 31.64% defectors
Iteration 13 Strategy Distribution: 68.62% cooperators, 31.38% defectors
Iteration 14 Strategy Distribution: 68.64% cooperators, 31.36% defectors
Iteration 15 Strategy Distribution: 69.67% cooperators, 30.33% defectors
Iteration 16 Strategy Distribution: 68.90% cooperators, 31.10% defectors
Iteration 17 Strategy Distribution: 69.97% cooperators, 30.03% defectors
Iteration 18 Strategy Distribution: 69.21% cooperators, 30.79% defectors
Iteration 19 Strategy Distribution: 69.17% cooperators, 30.83% defectors
Iteration 20 Strategy Distribution: 69.78% cooperators, 30.22% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, trust_aware_update, initial coinflip p=0.75
Iteration 0 Strategy Distribution: 75.04% cooperators, 24.96% defectors, Total: 131828
Iteration 1 Strategy Distribution: 78.28% cooperators, 21.72% defectors
Iteration 2 Strategy Distribution: 78.22% cooperators, 21.78% defectors
Iteration 3 Strategy Distribution: 78.45% cooperators, 21.55% defectors
Iteration 4 Strategy Distribution: 79.26% cooperators, 20.74% defectors
Iteration 5 Strategy Distribution: 77.51% cooperators, 22.49% defectors
Iteration 6 Strategy Distribution: 78.96% cooperators, 21.04% defectors
Iteration 7 Strategy Distribution: 78.45% cooperators, 21.55% defectors
Iteration 8 Strategy Distribution: 77.90% cooperators, 22.10% defectors
Iteration 9 Strategy Distribution: 78.52% cooperators, 21.48% defectors
Iteration 10 Strategy Distribution: 77.80% cooperators, 22.20% defectors
Iteration 11 Strategy Distribution: 78.11% cooperators, 21.89% defectors
Iteration 12 Strategy Distribution: 78.04% cooperators, 21.96% defectors
Iteration 13 Strategy Distribution: 78.38% cooperators, 21.62% defectors
Iteration 14 Strategy Distribution: 78.33% cooperators, 21.67% defectors
Iteration 15 Strategy Distribution: 79.37% cooperators, 20.63% defectors
Iteration 16 Strategy Distribution: 78.56% cooperators, 21.44% defectors
Iteration 17 Strategy Distribution: 79.67% cooperators, 20.33% defectors
Iteration 18 Strategy Distribution: 78.87% cooperators, 21.13% defectors
Iteration 19 Strategy Distribution: 78.86% cooperators, 21.14% defectors
Iteration 20 Strategy Distribution: 79.43% cooperators, 20.57% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, all_neighbors_trust_aware_update, initial coinflip p=0.25
Iteration 0 Strategy Distribution: 24.96% cooperators, 75.04% defectors, Total: 131828
Iteration 1 Strategy Distribution: 91.95% cooperators, 8.05% defectors
Iteration 2 Strategy Distribution: 89.89% cooperators, 10.11% defectors
Iteration 3 Strategy Distribution: 90.84% cooperators, 9.16% defectors
Iteration 4 Strategy Distribution: 90.44% cooperators, 9.56% defectors
Iteration 5 Strategy Distribution: 90.61% cooperators, 9.39% defectors
Iteration 6 Strategy Distribution: 90.44% cooperators, 9.56% defectors
Iteration 7 Strategy Distribution: 90.58% cooperators, 9.42% defectors
Iteration 8 Strategy Distribution: 90.62% cooperators, 9.38% defectors
Iteration 9 Strategy Distribution: 90.51% cooperators, 9.49% defectors
Iteration 10 Strategy Distribution: 90.54% cooperators, 9.46% defectors
Iteration 11 Strategy Distribution: 90.54% cooperators, 9.46% defectors
Iteration 12 Strategy Distribution: 90.56% cooperators, 9.44% defectors
Iteration 13 Strategy Distribution: 90.56% cooperators, 9.44% defectors
Iteration 14 Strategy Distribution: 90.57% cooperators, 9.43% defectors
Iteration 15 Strategy Distribution: 90.56% cooperators, 9.44% defectors
Iteration 16 Strategy Distribution: 90.54% cooperators, 9.46% defectors
Iteration 17 Strategy Distribution: 90.57% cooperators, 9.43% defectors
Iteration 18 Strategy Distribution: 90.52% cooperators, 9.48% defectors
Iteration 19 Strategy Distribution: 90.59% cooperators, 9.41% defectors
Iteration 20 Strategy Distribution: 90.54% cooperators, 9.46% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, all_neighbors_trust_aware_update, initial coinflip p=0.5
Iteration 0 Strategy Distribution: 49.84% cooperators, 50.16% defectors, Total: 131828
Iteration 1 Strategy Distribution: 91.02% cooperators, 8.98% defectors
Iteration 2 Strategy Distribution: 90.28% cooperators, 9.72% defectors
Iteration 3 Strategy Distribution: 90.70% cooperators, 9.30% defectors
Iteration 4 Strategy Distribution: 90.50% cooperators, 9.50% defectors
Iteration 5 Strategy Distribution: 90.58% cooperators, 9.42% defectors
Iteration 6 Strategy Distribution: 90.48% cooperators, 9.52% defectors
Iteration 7 Strategy Distribution: 90.54% cooperators, 9.46% defectors
Iteration 8 Strategy Distribution: 90.59% cooperators, 9.41% defectors
Iteration 9 Strategy Distribution: 90.52% cooperators, 9.48% defectors
Iteration 10 Strategy Distribution: 90.55% cooperators, 9.45% defectors
Iteration 11 Strategy Distribution: 90.50% cooperators, 9.50% defectors
Iteration 12 Strategy Distribution: 90.56% cooperators, 9.44% defectors
Iteration 13 Strategy Distribution: 90.55% cooperators, 9.45% defectors
Iteration 14 Strategy Distribution: 90.57% cooperators, 9.43% defectors
Iteration 15 Strategy Distribution: 90.59% cooperators, 9.41% defectors
Iteration 16 Strategy Distribution: 90.52% cooperators, 9.48% defectors
Iteration 17 Strategy Distribution: 90.61% cooperators, 9.39% defectors
Iteration 18 Strategy Distribution: 90.50% cooperators, 9.50% defectors
Iteration 19 Strategy Distribution: 90.57% cooperators, 9.43% defectors
Iteration 20 Strategy Distribution: 90.57% cooperators, 9.43% defectors
----------------------------------------------------------------------------------------------------
Running epinion with game_round_trust, all_neighbors_trust_aware_update, initial coinflip p=0.75
Iteration 0 Strategy Distribution: 75.04% cooperators, 24.96% defectors, Total: 131828
Iteration 1 Strategy Distribution: 90.21% cooperators, 9.79% defectors
Iteration 2 Strategy Distribution: 90.69% cooperators, 9.31% defectors
Iteration 3 Strategy Distribution: 90.44% cooperators, 9.56% defectors
Iteration 4 Strategy Distribution: 90.63% cooperators, 9.37% defectors
Iteration 5 Strategy Distribution: 90.56% cooperators, 9.44% defectors
Iteration 6 Strategy Distribution: 90.50% cooperators, 9.50% defectors
Iteration 7 Strategy Distribution: 90.55% cooperators, 9.45% defectors
Iteration 8 Strategy Distribution: 90.59% cooperators, 9.41% defectors
Iteration 9 Strategy Distribution: 90.49% cooperators, 9.51% defectors
Iteration 10 Strategy Distribution: 90.57% cooperators, 9.43% defectors
Iteration 11 Strategy Distribution: 90.52% cooperators, 9.48% defectors
Iteration 12 Strategy Distribution: 90.62% cooperators, 9.38% defectors
Iteration 13 Strategy Distribution: 90.56% cooperators, 9.44% defectors
Iteration 14 Strategy Distribution: 90.57% cooperators, 9.43% defectors
Iteration 15 Strategy Distribution: 90.52% cooperators, 9.48% defectors
Iteration 16 Strategy Distribution: 90.57% cooperators, 9.43% defectors
Iteration 17 Strategy Distribution: 90.57% cooperators, 9.43% defectors
Iteration 18 Strategy Distribution: 90.52% cooperators, 9.48% defectors
Iteration 19 Strategy Distribution: 90.55% cooperators, 9.45% defectors
Iteration 20 Strategy Distribution: 90.57% cooperators, 9.43% defectors
